Trace1,
Freq,,Amp,,
              500000,Hz,               45.62,  uV,
              515833,Hz,               47.84,  uV,
              531666,Hz,               56.43,  uV,
              547499,Hz,               51.58,  uV,
              563332,Hz,               58.78,  uV,
              579165,Hz,               55.20,  uV,
              594998,Hz,               42.78,  uV,
              610831,Hz,               94.29,  uV,
              626664,Hz,               95.47,  uV,
              642497,Hz,               82.32,  uV,
              658330,Hz,               82.31,  uV,
              674163,Hz,              137.03,  uV,
              689996,Hz,               95.60,  uV,
              705829,Hz,              109.31,  uV,
              721662,Hz,              102.60,  uV,
              737495,Hz,              126.19,  uV,
              753328,Hz,              129.61,  uV,
              769161,Hz,              175.08,  uV,
              784994,Hz,              242.18,  uV,
              800827,Hz,              185.36,  uV,
              816660,Hz,              185.63,  uV,
              832493,Hz,              225.35,  uV,
              848326,Hz,              180.99,  uV,
              864159,Hz,              181.23,  uV,
              879992,Hz,              154.64,  uV,
              895825,Hz,               97.13,  uV,
              911658,Hz,               92.92,  uV,
              927491,Hz,              107.42,  uV,
              943324,Hz,              236.05,  uV,
              959157,Hz,              192.21,  uV,
              974990,Hz,               32.60,  mV,
              990823,Hz,               95.73,  mV,
             1006656,Hz,               70.30,  mV,
             1022489,Hz,              943.21,  uV,
             1038322,Hz,              127.96,  uV,
             1054155,Hz,              166.39,  uV,
             1069988,Hz,              154.71,  uV,
             1085821,Hz,               83.00,  uV,
             1101654,Hz,              138.33,  uV,
             1117487,Hz,              152.39,  uV,
             1133320,Hz,              148.82,  uV,
             1149153,Hz,              180.42,  uV,
             1164986,Hz,              157.68,  uV,
             1180819,Hz,              198.81,  uV,
             1196652,Hz,              205.26,  uV,
             1212485,Hz,              170.33,  uV,
             1228318,Hz,              181.61,  uV,
             1244151,Hz,              114.63,  uV,
             1259984,Hz,              133.72,  uV,
             1275817,Hz,              135.48,  uV,
             1291650,Hz,              111.76,  uV,
             1307483,Hz,              122.16,  uV,
             1323316,Hz,              118.60,  uV,
             1339149,Hz,               84.60,  uV,
             1354982,Hz,              101.80,  uV,
             1370815,Hz,               87.61,  uV,
             1386648,Hz,               86.35,  uV,
             1402481,Hz,               50.31,  uV,
             1418314,Hz,               49.96,  uV,
             1434147,Hz,               47.28,  uV,
             1449980,Hz,               49.00,  uV,
             1465813,Hz,               36.27,  uV,
             1481646,Hz,               49.04,  uV,
             1497479,Hz,               40.91,  uV,
             1513312,Hz,               54.72,  uV,
             1529145,Hz,               48.63,  uV,
             1544978,Hz,               48.62,  uV,
             1560811,Hz,               25.46,  uV,
             1576644,Hz,               23.60,  uV,
             1592477,Hz,               25.58,  uV,
             1608310,Hz,               34.44,  uV,
             1624143,Hz,               18.82,  uV,
             1639976,Hz,               14.88,  uV,
             1655809,Hz,               16.14,  uV,
             1671642,Hz,               18.40,  uV,
             1687475,Hz,               24.08,  uV,
             1703308,Hz,               24.08,  uV,
             1719141,Hz,               23.00,  uV,
             1734974,Hz,               20.33,  uV,
             1750807,Hz,               16.99,  uV,
             1766640,Hz,               21.64,  uV,
             1782473,Hz,               21.94,  uV,
             1798306,Hz,               22.95,  uV,
             1814139,Hz,               27.47,  uV,
             1829972,Hz,                4.72,  uV,
             1845805,Hz,               11.23,  uV,
             1861638,Hz,               14.09,  uV,
             1877471,Hz,               20.64,  uV,
             1893304,Hz,               24.39,  uV,
             1909137,Hz,               15.63,  uV,
             1924970,Hz,               12.07,  uV,
             1940803,Hz,               12.90,  uV,
             1956636,Hz,               16.68,  uV,
             1972469,Hz,               21.96,  uV,
             1988302,Hz,               32.67,  uV,
             2004135,Hz,               23.30,  uV,
             2019968,Hz,               13.55,  uV,
             2035801,Hz,               14.29,  uV,
             2051634,Hz,               12.02,  uV,
             2067467,Hz,               11.54,  uV,
             2083300,Hz,               19.15,  uV,
             2099133,Hz,               11.91,  uV,
             2114966,Hz,               17.66,  uV,
             2130799,Hz,               20.12,  uV,
             2146632,Hz,               18.99,  uV,
             2162465,Hz,               16.83,  uV,
             2178298,Hz,                9.89,  uV,
