Trace1,
Freq,,Amp,,
              500000,Hz,              -71.65, dBm,
              515833,Hz,              -76.78, dBm,
              531666,Hz,              -71.61, dBm,
              547499,Hz,              -73.66, dBm,
              563332,Hz,              -70.25, dBm,
              579165,Hz,              -71.30, dBm,
              594998,Hz,              -65.64, dBm,
              610831,Hz,              -68.81, dBm,
              626664,Hz,              -72.23, dBm,
              642497,Hz,              -67.78, dBm,
              658330,Hz,              -63.47, dBm,
              674163,Hz,              -64.08, dBm,
              689996,Hz,              -67.80, dBm,
              705829,Hz,              -67.23, dBm,
              721662,Hz,              -61.31, dBm,
              737495,Hz,              -60.41, dBm,
              753328,Hz,              -61.08, dBm,
              769161,Hz,              -62.84, dBm,
              784994,Hz,              -56.85, dBm,
              800827,Hz,              -57.67, dBm,
              816660,Hz,              -59.97, dBm,
              832493,Hz,              -61.98, dBm,
              848326,Hz,              -60.74, dBm,
              864159,Hz,              -56.97, dBm,
              879992,Hz,              -61.53, dBm,
              895825,Hz,              -62.26, dBm,
              911658,Hz,              -64.53, dBm,
              927491,Hz,              -69.17, dBm,
              943324,Hz,              -61.67, dBm,
              959157,Hz,              -60.88, dBm,
              974990,Hz,              -16.46, dBm,
              990823,Hz,               -7.37, dBm,
             1006656,Hz,              -10.18, dBm,
             1022489,Hz,              -47.83, dBm,
             1038322,Hz,              -63.84, dBm,
             1054155,Hz,              -64.03, dBm,
             1069988,Hz,              -63.70, dBm,
             1085821,Hz,              -61.69, dBm,
             1101654,Hz,              -63.10, dBm,
             1117487,Hz,              -60.20, dBm,
             1133320,Hz,              -65.03, dBm,
             1149153,Hz,              -64.77, dBm,
             1164986,Hz,              -61.73, dBm,
             1180819,Hz,              -59.93, dBm,
             1196652,Hz,              -63.47, dBm,
             1212485,Hz,              -60.43, dBm,
             1228318,Hz,              -59.88, dBm,
             1244151,Hz,              -59.15, dBm,
             1259984,Hz,              -62.48, dBm,
             1275817,Hz,              -64.31, dBm,
             1291650,Hz,              -67.60, dBm,
             1307483,Hz,              -70.32, dBm,
             1323316,Hz,              -69.95, dBm,
             1339149,Hz,              -69.78, dBm,
             1354982,Hz,              -67.39, dBm,
             1370815,Hz,              -66.84, dBm,
             1386648,Hz,              -70.07, dBm,
             1402481,Hz,              -68.87, dBm,
             1418314,Hz,              -70.40, dBm,
             1434147,Hz,              -72.36, dBm,
             1449980,Hz,              -70.40, dBm,
             1465813,Hz,              -70.32, dBm,
             1481646,Hz,              -74.02, dBm,
             1497479,Hz,              -67.07, dBm,
             1513312,Hz,              -69.42, dBm,
             1529145,Hz,              -74.96, dBm,
             1544978,Hz,              -75.65, dBm,
             1560811,Hz,              -75.01, dBm,
             1576644,Hz,              -75.95, dBm,
             1592477,Hz,              -81.45, dBm,
             1608310,Hz,              -80.35, dBm,
             1624143,Hz,              -76.51, dBm,
             1639976,Hz,              -82.88, dBm,
             1655809,Hz,              -82.13, dBm,
             1671642,Hz,              -79.03, dBm,
             1687475,Hz,              -79.04, dBm,
             1703308,Hz,              -82.55, dBm,
             1719141,Hz,              -77.46, dBm,
             1734974,Hz,              -77.10, dBm,
             1750807,Hz,              -77.65, dBm,
             1766640,Hz,              -83.33, dBm,
             1782473,Hz,              -81.50, dBm,
             1798306,Hz,              -79.85, dBm,
             1814139,Hz,              -79.55, dBm,
             1829972,Hz,              -78.13, dBm,
             1845805,Hz,              -77.78, dBm,
             1861638,Hz,              -83.97, dBm,
             1877471,Hz,              -86.29, dBm,
             1893304,Hz,              -79.63, dBm,
             1909137,Hz,              -82.52, dBm,
             1924970,Hz,              -80.99, dBm,
             1940803,Hz,              -80.89, dBm,
             1956636,Hz,              -84.88, dBm,
             1972469,Hz,              -84.05, dBm,
             1988302,Hz,              -77.77, dBm,
             2004135,Hz,              -79.27, dBm,
             2019968,Hz,              -80.27, dBm,
             2035801,Hz,              -78.99, dBm,
             2051634,Hz,              -79.29, dBm,
             2067467,Hz,              -78.02, dBm,
             2083300,Hz,              -80.69, dBm,
             2099133,Hz,              -80.50, dBm,
             2114966,Hz,              -87.51, dBm,
             2130799,Hz,              -83.18, dBm,
             2146632,Hz,              -83.71, dBm,
             2162465,Hz,              -82.03, dBm,
             2178298,Hz,              -84.90, dBm,
             2194131,Hz,              -80.27, dBm,
             2209964,Hz,              -84.69, dBm,
             2225797,Hz,              -83.10, dBm,
             2241630,Hz,              -88.98, dBm,
             2257463,Hz,              -86.84, dBm,
             2273296,Hz,              -83.92, dBm,
             2289129,Hz,              -77.94, dBm,
             2304962,Hz,              -78.62, dBm,
             2320795,Hz,              -81.50, dBm,
             2336628,Hz,              -83.06, dBm,
             2352461,Hz,              -81.14, dBm,
             2368294,Hz,              -81.05, dBm,
             2384127,Hz,              -86.56, dBm,
             2399960,Hz,              -81.90, dBm,
             2415793,Hz,              -81.90, dBm,
             2431626,Hz,              -83.65, dBm,
             2447459,Hz,              -80.23, dBm,
             2463292,Hz,              -78.31, dBm,
             2479125,Hz,              -79.10, dBm,
             2494958,Hz,              -80.04, dBm,
             2510791,Hz,              -81.70, dBm,
             2526624,Hz,              -77.90, dBm,
             2542457,Hz,              -82.52, dBm,
             2558290,Hz,              -79.19, dBm,
             2574123,Hz,              -80.12, dBm,
             2589956,Hz,              -77.94, dBm,
             2605789,Hz,              -80.51, dBm,
             2621622,Hz,              -80.43, dBm,
             2637455,Hz,              -77.29, dBm,
             2653288,Hz,              -78.93, dBm,
             2669121,Hz,              -81.37, dBm,
             2684954,Hz,              -77.59, dBm,
             2700787,Hz,              -74.78, dBm,
             2716620,Hz,              -72.72, dBm,
             2732453,Hz,              -72.15, dBm,
             2748286,Hz,              -74.47, dBm,
             2764119,Hz,              -70.11, dBm,
             2779952,Hz,              -75.76, dBm,
             2795785,Hz,              -71.56, dBm,
             2811618,Hz,              -71.82, dBm,
             2827451,Hz,              -69.93, dBm,
             2843284,Hz,              -74.92, dBm,
             2859117,Hz,              -72.79, dBm,
             2874950,Hz,              -70.71, dBm,
             2890783,Hz,              -69.32, dBm,
             2906616,Hz,              -73.24, dBm,
             2922449,Hz,              -74.89, dBm,
             2938282,Hz,              -70.69, dBm,
             2954115,Hz,              -71.05, dBm,
             2969948,Hz,              -37.11, dBm,
             2985781,Hz,              -17.02, dBm,
             3001614,Hz,              -17.06, dBm,
             3017447,Hz,              -41.19, dBm,
             3033280,Hz,              -72.90, dBm,
             3049113,Hz,              -71.69, dBm,
             3064946,Hz,              -72.56, dBm,
             3080779,Hz,              -70.23, dBm,
             3096612,Hz,              -70.65, dBm,
             3112445,Hz,              -69.68, dBm,
             3128278,Hz,              -70.02, dBm,
             3144111,Hz,              -73.68, dBm,
             3159944,Hz,              -70.87, dBm,
             3175777,Hz,              -73.37, dBm,
             3191610,Hz,              -71.86, dBm,
             3207443,Hz,              -72.94, dBm,
             3223276,Hz,              -74.69, dBm,
             3239109,Hz,              -70.07, dBm,
             3254942,Hz,              -71.56, dBm,
             3270775,Hz,              -73.08, dBm,
             3286608,Hz,              -77.29, dBm,
             3302441,Hz,              -76.28, dBm,
             3318274,Hz,              -82.79, dBm,
             3334107,Hz,              -81.45, dBm,
             3349940,Hz,              -77.73, dBm,
             3365773,Hz,              -77.28, dBm,
             3381606,Hz,              -76.72, dBm,
             3397439,Hz,              -77.64, dBm,
             3413272,Hz,              -80.05, dBm,
             3429105,Hz,              -86.30, dBm,
             3444938,Hz,              -79.84, dBm,
             3460771,Hz,              -78.47, dBm,
             3476604,Hz,              -81.67, dBm,
             3492437,Hz,              -82.32, dBm,
             3508270,Hz,              -82.26, dBm,
             3524103,Hz,              -85.22, dBm,
             3539936,Hz,              -80.99, dBm,
             3555769,Hz,              -85.76, dBm,
             3571602,Hz,              -80.28, dBm,
             3587435,Hz,              -80.46, dBm,
             3603268,Hz,              -87.33, dBm,
             3619101,Hz,              -87.70, dBm,
             3634934,Hz,              -83.60, dBm,
             3650767,Hz,              -84.38, dBm,
             3666600,Hz,              -82.16, dBm,
             3682433,Hz,              -82.20, dBm,
             3698266,Hz,              -84.96, dBm,
             3714099,Hz,              -86.73, dBm,
             3729932,Hz,              -88.66, dBm,
             3745765,Hz,              -83.71, dBm,
             3761598,Hz,              -82.64, dBm,
             3777431,Hz,              -82.64, dBm,
             3793264,Hz,              -85.61, dBm,
             3809097,Hz,              -83.31, dBm,
             3824930,Hz,              -84.85, dBm,
             3840763,Hz,              -84.88, dBm,
             3856596,Hz,              -87.24, dBm,
             3872429,Hz,              -85.32, dBm,
             3888262,Hz,              -81.02, dBm,
             3904095,Hz,              -81.98, dBm,
             3919928,Hz,              -86.71, dBm,
             3935761,Hz,              -80.28, dBm,
             3951594,Hz,              -85.19, dBm,
             3967427,Hz,              -87.64, dBm,
             3983260,Hz,              -81.97, dBm,
             3999093,Hz,              -81.27, dBm,
             4014926,Hz,              -82.34, dBm,
             4030759,Hz,              -82.34, dBm,
             4046592,Hz,              -83.81, dBm,
             4062425,Hz,              -86.99, dBm,
             4078258,Hz,              -85.95, dBm,
             4094091,Hz,              -83.38, dBm,
             4109924,Hz,              -85.91, dBm,
             4125757,Hz,              -87.84, dBm,
             4141590,Hz,              -88.64, dBm,
             4157423,Hz,              -88.66, dBm,
             4173256,Hz,              -88.44, dBm,
             4189089,Hz,              -87.72, dBm,
             4204922,Hz,              -85.10, dBm,
             4220755,Hz,              -82.43, dBm,
