Trace1,
Freq,,Amp,,
              500000,Hz,              -77.31, dBm,
              515833,Hz,              -75.54, dBm,
              531666,Hz,              -78.67, dBm,
              547499,Hz,              -72.95, dBm,
              563332,Hz,              -78.94, dBm,
              579165,Hz,              -72.94, dBm,
              594998,Hz,              -74.89, dBm,
              610831,Hz,              -73.79, dBm,
              626664,Hz,              -73.45, dBm,
              642497,Hz,              -74.17, dBm,
              658330,Hz,              -71.89, dBm,
              674163,Hz,              -72.03, dBm,
              689996,Hz,              -67.21, dBm,
              705829,Hz,              -69.23, dBm,
              721662,Hz,              -66.76, dBm,
              737495,Hz,              -64.37, dBm,
              753328,Hz,              -65.77, dBm,
              769161,Hz,              -65.06, dBm,
              784994,Hz,              -68.39, dBm,
              800827,Hz,              -69.25, dBm,
              816660,Hz,              -65.56, dBm,
              832493,Hz,              -67.49, dBm,
              848326,Hz,              -66.65, dBm,
              864159,Hz,              -66.82, dBm,
              879992,Hz,              -66.40, dBm,
              895825,Hz,              -69.24, dBm,
              911658,Hz,              -63.66, dBm,
              927491,Hz,              -66.55, dBm,
              943324,Hz,              -67.00, dBm,
              959157,Hz,              -65.88, dBm,
              974990,Hz,              -61.78, dBm,
              990823,Hz,               -7.37, dBm,
             1006656,Hz,              -46.83, dBm,
             1022489,Hz,              -63.95, dBm,
             1038322,Hz,              -63.74, dBm,
             1054155,Hz,              -64.78, dBm,
             1069988,Hz,              -67.79, dBm,
             1085821,Hz,              -64.89, dBm,
             1101654,Hz,              -68.46, dBm,
             1117487,Hz,              -67.20, dBm,
             1133320,Hz,              -67.20, dBm,
             1149153,Hz,              -70.65, dBm,
             1164986,Hz,              -65.69, dBm,
             1180819,Hz,              -66.56, dBm,
             1196652,Hz,              -66.44, dBm,
             1212485,Hz,              -66.88, dBm,
             1228318,Hz,              -68.16, dBm,
             1244151,Hz,              -68.16, dBm,
             1259984,Hz,              -70.29, dBm,
             1275817,Hz,              -69.49, dBm,
             1291650,Hz,              -68.23, dBm,
             1307483,Hz,              -67.05, dBm,
             1323316,Hz,              -69.31, dBm,
             1339149,Hz,              -72.30, dBm,
             1354982,Hz,              -74.81, dBm,
             1370815,Hz,              -74.84, dBm,
             1386648,Hz,              -73.85, dBm,
             1402481,Hz,              -74.49, dBm,
             1418314,Hz,              -74.29, dBm,
             1434147,Hz,              -74.28, dBm,
             1449980,Hz,              -74.35, dBm,
             1465813,Hz,              -74.21, dBm,
             1481646,Hz,              -79.28, dBm,
             1497479,Hz,              -82.10, dBm,
             1513312,Hz,              -82.09, dBm,
             1529145,Hz,              -80.44, dBm,
             1544978,Hz,              -80.15, dBm,
             1560811,Hz,              -81.16, dBm,
             1576644,Hz,              -79.64, dBm,
             1592477,Hz,              -78.30, dBm,
             1608310,Hz,              -81.38, dBm,
             1624143,Hz,              -81.78, dBm,
             1639976,Hz,              -80.39, dBm,
             1655809,Hz,              -80.41, dBm,
             1671642,Hz,              -83.17, dBm,
             1687475,Hz,              -81.46, dBm,
             1703308,Hz,              -82.11, dBm,
             1719141,Hz,              -81.67, dBm,
             1734974,Hz,              -86.90, dBm,
             1750807,Hz,              -85.40, dBm,
             1766640,Hz,              -83.95, dBm,
             1782473,Hz,              -83.43, dBm,
             1798306,Hz,              -83.12, dBm,
             1814139,Hz,              -85.56, dBm,
             1829972,Hz,              -83.01, dBm,
             1845805,Hz,              -79.64, dBm,
             1861638,Hz,              -89.24, dBm,
             1877471,Hz,              -85.84, dBm,
             1893304,Hz,              -83.08, dBm,
             1909137,Hz,              -82.65, dBm,
             1924970,Hz,              -83.64, dBm,
             1940803,Hz,              -84.81, dBm,
             1956636,Hz,              -88.68, dBm,
             1972469,Hz,              -86.60, dBm,
             1988302,Hz,              -79.72, dBm,
             2004135,Hz,              -85.30, dBm,
             2019968,Hz,              -86.64, dBm,
             2035801,Hz,              -86.95, dBm,
             2051634,Hz,              -85.14, dBm,
             2067467,Hz,              -89.81, dBm,
             2083300,Hz,              -88.19, dBm,
             2099133,Hz,              -88.00, dBm,
             2114966,Hz,              -88.02, dBm,
             2130799,Hz,              -84.75, dBm,
             2146632,Hz,              -84.93, dBm,
             2162465,Hz,              -85.70, dBm,
             2178298,Hz,              -84.74, dBm,
             2194131,Hz,              -88.29, dBm,
             2209964,Hz,              -84.46, dBm,
             2225797,Hz,              -89.46, dBm,
             2241630,Hz,              -85.24, dBm,
             2257463,Hz,              -84.91, dBm,
             2273296,Hz,              -84.91, dBm,
             2289129,Hz,              -88.88, dBm,
             2304962,Hz,              -88.54, dBm,
             2320795,Hz,              -87.80, dBm,
             2336628,Hz,              -85.53, dBm,
             2352461,Hz,              -86.79, dBm,
             2368294,Hz,              -87.87, dBm,
             2384127,Hz,              -86.81, dBm,
             2399960,Hz,              -87.89, dBm,
             2415793,Hz,              -87.79, dBm,
             2431626,Hz,              -85.05, dBm,
             2447459,Hz,              -84.56, dBm,
             2463292,Hz,              -84.69, dBm,
             2479125,Hz,              -86.68, dBm,
             2494958,Hz,              -86.67, dBm,
             2510791,Hz,              -86.09, dBm,
             2526624,Hz,              -86.67, dBm,
             2542457,Hz,              -86.78, dBm,
             2558290,Hz,              -83.24, dBm,
             2574123,Hz,              -84.94, dBm,
             2589956,Hz,              -81.55, dBm,
             2605789,Hz,              -77.31, dBm,
             2621622,Hz,              -77.74, dBm,
             2637455,Hz,              -80.92, dBm,
             2653288,Hz,              -80.38, dBm,
             2669121,Hz,              -79.25, dBm,
             2684954,Hz,              -77.29, dBm,
             2700787,Hz,              -79.04, dBm,
             2716620,Hz,              -78.92, dBm,
             2732453,Hz,              -75.97, dBm,
             2748286,Hz,              -74.35, dBm,
             2764119,Hz,              -71.79, dBm,
             2779952,Hz,              -77.07, dBm,
             2795785,Hz,              -75.75, dBm,
             2811618,Hz,              -74.06, dBm,
             2827451,Hz,              -73.76, dBm,
             2843284,Hz,              -76.24, dBm,
             2859117,Hz,              -78.07, dBm,
             2874950,Hz,              -73.66, dBm,
             2890783,Hz,              -75.58, dBm,
             2906616,Hz,              -77.25, dBm,
             2922449,Hz,              -76.38, dBm,
             2938282,Hz,              -75.31, dBm,
             2954115,Hz,              -73.31, dBm,
             2969948,Hz,              -77.20, dBm,
             2985781,Hz,              -17.01, dBm,
             3001614,Hz,              -18.45, dBm,
             3017447,Hz,              -73.28, dBm,
             3033280,Hz,              -77.76, dBm,
             3049113,Hz,              -76.19, dBm,
             3064946,Hz,              -74.44, dBm,
             3080779,Hz,              -78.31, dBm,
             3096612,Hz,              -75.49, dBm,
             3112445,Hz,              -78.19, dBm,
             3128278,Hz,              -75.34, dBm,
             3144111,Hz,              -74.08, dBm,
             3159944,Hz,              -80.06, dBm,
             3175777,Hz,              -76.00, dBm,
             3191610,Hz,              -75.27, dBm,
             3207443,Hz,              -74.88, dBm,
