Trace1,
Freq,,Amp,,
              500000,Hz,               96.32,  uV,
              515833,Hz,              109.50,  uV,
              531666,Hz,              121.00,  uV,
              547499,Hz,              155.74,  uV,
              563332,Hz,              176.49,  uV,
              579165,Hz,              207.24,  uV,
              594998,Hz,              210.23,  uV,
              610831,Hz,              203.62,  uV,
              626664,Hz,              190.55,  uV,
              642497,Hz,              177.32,  uV,
              658330,Hz,              239.25,  uV,
              674163,Hz,              291.36,  uV,
              689996,Hz,              390.31,  uV,
              705829,Hz,              435.68,  uV,
              721662,Hz,              440.23,  uV,
              737495,Hz,              444.77,  uV,
              753328,Hz,              458.95,  uV,
              769161,Hz,              561.08,  uV,
              784994,Hz,              890.67,  uV,
              800827,Hz,                1.23,  mV,
              816660,Hz,                2.60,  mV,
              832493,Hz,                3.81,  mV,
              848326,Hz,                6.61,  mV,
              864159,Hz,                9.31,  mV,
              879992,Hz,               17.16,  mV,
              895825,Hz,               28.66,  mV,
              911658,Hz,               35.75,  mV,
              927491,Hz,               51.97,  mV,
              943324,Hz,               60.57,  mV,
              959157,Hz,               73.11,  mV,
              974990,Hz,               86.92,  mV,
              990823,Hz,               91.65,  mV,
             1006656,Hz,               95.30,  mV,
             1022489,Hz,               95.29,  mV,
             1038322,Hz,               93.95,  mV,
             1054155,Hz,               85.44,  mV,
             1069988,Hz,               78.80,  mV,
             1085821,Hz,               62.68,  mV,
             1101654,Hz,               45.47,  mV,
             1117487,Hz,               37.36,  mV,
             1133320,Hz,               26.59,  mV,
             1149153,Hz,               20.58,  mV,
             1164986,Hz,               11.58,  mV,
             1180819,Hz,                6.11,  mV,
             1196652,Hz,                4.33,  mV,
             1212485,Hz,                2.06,  mV,
             1228318,Hz,                1.38,  mV,
             1244151,Hz,              765.72,  uV,
             1259984,Hz,              551.30,  uV,
             1275817,Hz,              364.53,  uV,
             1291650,Hz,              294.18,  uV,
             1307483,Hz,              272.60,  uV,
             1323316,Hz,              254.16,  uV,
             1339149,Hz,              276.67,  uV,
             1354982,Hz,              295.54,  uV,
             1370815,Hz,              295.50,  uV,
             1386648,Hz,              286.50,  uV,
             1402481,Hz,              226.74,  uV,
             1418314,Hz,              189.63,  uV,
             1434147,Hz,              145.23,  uV,
             1449980,Hz,              161.06,  uV,
             1465813,Hz,              171.78,  uV,
             1481646,Hz,              170.57,  uV,
             1497479,Hz,               85.29,  uV,
             1513312,Hz,              101.23,  uV,
